Race,Working Hours,Education,Marital Status,Occupation,Industry,IsBusinessOwner,livesInCity,Medical Condition,Age,Job Begin Year,Sex
1,40,44,4,2000,7860,1,1,0,42,2008,2
1,28,46,3,3060,8190,1,2,0,76,2005,1
1,40,40,6,2900,670,1,2,0,24,2011,1
1,40,41,1,4760,4880,1,2,0,33,2014,1
1,40,39,1,3800,9470,1,2,0,29,2014,2
1,40,39,5,4610,9480,1,2,0,30,2013,1
1,50,46,1,2200,7870,1,2,0,62,2001,2
1,40,44,1,800,9470,1,1,0,57,2010,2
1,16,43,6,4430,8590,1,1,0,25,2014,1
1,35,41,6,5620,5380,1,1,0,22,2012,1
1,69,36,4,9130,170,1,2,0,54,1999,1
1,1,44,1,10,3390,1,1,0,46,2013,1
1,50,43,1,4710,8570,1,1,0,44,2012,2
4,0,39,6,5350,4980,1,1,0,54,2011,2
4,40,39,4,4720,8190,1,1,0,55,2012,2
4,40,41,4,630,7580,1,2,0,35,2011,2
1,25,39,3,4250,8660,1,1,0,60,2013,1
1,55,43,1,9130,7390,1,2,0,38,2008,1
1,40,39,1,9640,1270,1,2,0,42,2003,2
2,40,43,4,700,3570,1,1,0,36,2013,1
2,40,44,6,800,9380,1,1,0,29,2014,2
1,48,45,4,3060,7580,1,1,0,65,2006,1
1,40,42,1,8220,3570,1,1,0,41,2011,2
1,15,44,1,2330,7860,1,1,0,64,2013,2
1,25,38,1,7200,8770,2,1,0,66,2005,1
1,38,44,1,1050,7870,1,2,0,35,2008,1
1,38,45,1,2200,7870,1,2,0,35,2008,2
1,60,42,1,4920,7070,1,1,0,43,2014,2
1,50,43,1,220,770,2,1,0,61,1980,1
1,50,43,4,1530,570,1,1,0,51,2001,1
1,40,42,4,5110,7280,1,1,0,54,1998,2
1,42,39,4,9620,1280,1,2,0,50,1993,2
1,12,44,6,2200,7870,1,1,0,71,1999,1
1,40,42,1,1020,7380,1,1,0,49,2004,1
1,40,41,1,630,7580,1,2,0,37,2013,2
1,38,40,1,5700,7870,1,1,0,43,2003,2
1,40,44,1,2860,7490,2,1,0,45,2014,1
1,32,40,6,5620,5380,1,1,0,19,2014,1
2,32,40,1,5620,6290,1,1,0,58,1995,2
1,28,39,1,5240,5170,1,1,0,37,2003,2
1,40,38,1,4020,8680,1,1,0,34,1999,1
1,35,44,1,430,8590,2,1,0,67,2013,2
1,50,44,1,1020,7380,1,1,0,54,2009,1
1,10,43,1,2200,7870,1,1,0,41,2011,2
1,40,43,1,850,6970,1,1,0,40,2011,1
1,40,41,1,4920,7070,2,2,0,60,2004,2
1,40,37,6,9130,6170,1,2,0,19,2014,1
1,40,39,1,205,170,2,2,0,58,1980,1
1,40,39,1,205,170,2,2,0,57,1995,2
1,58,39,1,7700,1670,1,2,0,54,1996,1
1,40,39,1,4120,7860,1,2,0,54,2010,2
1,40,41,1,430,3390,1,2,0,38,2003,1
1,30,43,1,3255,8190,1,2,0,38,2010,2
3,20,42,1,4760,5190,1,1,0,48,2014,1
1,40,43,1,2310,7860,1,2,0,61,2013,2
1,50,41,1,8640,1690,1,2,0,41,1996,1
1,40,41,1,4350,290,2,2,0,44,2002,1
1,13,39,4,4230,7690,2,2,0,72,2013,2
1,37,36,1,4760,5090,1,2,0,45,2007,2
1,40,41,1,6200,2670,1,2,0,46,1984,1
1,40,39,6,4760,4670,1,2,0,25,2013,1
1,42,39,6,4020,8680,1,2,0,25,2013,2
1,40,43,6,7730,3390,1,1,0,23,2013,2
1,40,43,1,710,7460,1,1,0,35,2007,1
1,40,43,1,150,9590,1,1,0,35,2005,1
1,45,45,6,2100,9470,1,1,0,36,2013,2
1,40,41,1,5700,3790,1,2,0,50,2006,2
1,40,39,1,6320,770,1,2,0,52,2011,1
1,20,37,6,4030,8680,1,2,0,19,2012,2
1,42,43,6,8250,1990,1,1,0,56,2004,1
1,40,36,4,8740,1570,1,2,0,54,2003,2
2,35,42,6,2330,7860,1,1,35,55,2003,2
4,37,39,1,3420,5070,1,2,0,51,2008,2
1,15,39,1,6355,8190,1,2,19,60,2012,1
1,40,39,1,10,4970,2,1,0,52,2011,2
1,50,39,1,10,4070,2,1,0,60,1984,1
1,40,39,1,4700,4690,2,1,0,22,2010,2
1,10,37,6,4720,4970,1,1,0,17,2013,1
1,45,39,1,6320,7790,1,1,0,49,1992,1
1,40,41,1,5120,7860,1,1,0,47,1997,2
1,4,39,4,7000,7070,2,2,0,64,1999,2
1,20,39,1,5620,5380,1,1,0,58,2013,2
1,40,39,1,7000,570,1,1,0,61,1980,1
1,35,41,1,1050,7860,1,1,0,47,2010,2
1,32,39,1,9120,7860,1,1,0,55,2009,1
1,12,37,6,4030,7870,1,1,6,18,2014,2
1,1,43,4,800,7280,2,2,0,75,2005,2
1,50,44,1,800,2170,1,1,0,67,2013,1
1,40,41,1,630,6695,1,1,0,67,2002,2
1,8,39,1,8256,1990,1,1,0,67,1999,1
1,40,36,1,4250,7770,1,2,0,63,2008,1
1,40,43,1,1530,570,1,2,0,47,1991,1
1,50,43,1,2310,7860,1,2,0,41,1997,2
1,45,39,1,4710,6170,1,1,0,37,1996,1
1,40,39,1,4720,5380,1,1,0,33,2014,2
1,40,41,1,1310,7290,1,1,0,71,1980,1
1,50,38,1,4600,8470,2,1,0,66,1984,2
1,40,41,1,700,9590,1,1,0,25,2007,1
1,35,41,1,4610,8180,1,2,0,46,2010,2
1,45,41,1,7200,4690,1,2,0,49,2007,1
1,25,43,6,2310,7890,1,2,0,23,2013,2
1,40,39,1,5700,570,1,2,0,56,1993,2
1,45,39,1,310,8680,1,2,0,35,1996,1
