Race,Working Hours,Education,Marital Status,Occupation,Industry,IsBusinessOwner,livesInCity,Medical Condition,Age,Job Begin Year,Sex
1,50,43,1,710,7390,1,1,0,29,2007,2
1,55,44,1,10,7380,1,1,0,55,2014,1
1,40,43,6,4000,8680,1,1,0,31,2008,1
1,40,43,6,4700,5370,1,1,0,33,2003,2
1,40,43,1,1020,7380,1,1,0,62,2011,1
1,30,43,6,4700,5170,1,1,0,31,2010,1
1,60,44,1,2320,7860,1,1,0,62,1998,2
1,40,43,1,220,770,1,1,0,62,2005,1
1,43,43,4,110,9570,1,1,0,55,2008,1
1,40,41,4,430,190,1,1,0,52,2007,2
1,37,41,4,9600,4580,1,1,0,67,2011,1
3,40,46,1,1800,6890,1,1,0,57,2009,1
1,40,43,6,1030,7380,1,1,0,24,2013,1
1,50,40,1,9840,9890,1,1,0,41,1991,1
1,30,44,1,430,7460,1,1,0,43,2011,2
1,40,39,4,2145,7190,1,1,0,61,1980,2
4,35,40,6,4030,1190,1,1,0,20,2013,2
1,40,45,4,430,7460,1,1,0,41,2009,2
1,45,39,4,4010,8190,1,1,3,63,1993,2
2,40,42,1,2300,8470,1,1,0,58,1995,2
2,40,39,1,9130,770,1,1,0,60,2000,1
1,45,40,4,5240,5480,1,1,0,49,1998,2
1,40,42,3,1530,7290,1,1,0,73,2010,1
2,40,43,1,5860,570,1,1,0,55,1984,2
1,40,44,6,850,6970,1,1,0,31,2011,2
1,2,41,1,6050,180,1,1,18,56,1994,2
1,48,43,1,205,180,1,1,0,58,1981,1
1,40,41,6,2320,7860,1,1,0,23,2014,1
1,69,39,1,6840,490,1,1,0,32,2005,1
1,40,42,1,3255,7860,1,1,0,27,2009,2
1,40,43,4,3850,9380,1,1,0,58,2013,1
1,44,43,1,3255,8190,1,1,0,52,2013,2
1,40,44,1,430,8190,1,1,0,55,2013,1
1,25,39,1,4720,5580,1,1,0,62,2014,2
1,40,41,1,1550,8870,1,1,0,63,1999,1
3,40,39,1,4240,7690,1,1,0,64,2010,1
3,34,39,1,5240,8680,1,1,0,39,2014,2
1,22,43,1,2600,8560,2,1,0,57,1991,2
1,32,39,6,4020,8680,1,1,0,26,2010,1
1,45,44,1,1300,7290,1,1,0,50,2001,1
1,69,45,1,2100,7270,2,1,0,49,2010,2
1,30,43,1,2830,7380,1,1,0,34,2004,2
1,5,43,1,4620,8590,1,1,0,34,2003,1
2,40,39,6,5620,5380,1,1,0,22,2013,1
2,40,39,6,3600,8190,1,1,0,44,2001,2
1,40,45,6,2100,9370,1,1,0,35,2007,2
1,30,39,4,4030,8660,1,1,0,70,2004,2
2,40,37,2,4230,7690,1,1,0,37,2007,2
2,20,40,6,4110,8680,1,1,0,20,2013,2
3,40,43,6,4010,8660,1,1,0,25,2013,1
3,50,43,6,5000,8660,1,1,0,30,2013,2
2,40,43,1,5620,9590,1,1,0,37,2004,1
1,25,41,4,9120,6180,1,1,3,49,2011,2
2,25,41,6,4010,8680,1,1,0,38,2014,2
1,45,42,4,350,8090,1,1,0,52,1999,2
2,20,37,6,5560,6370,1,1,0,41,1999,2
2,40,42,1,4610,8170,1,1,0,52,2014,2
2,25,42,1,4700,4970,1,1,0,53,2014,1
2,40,43,6,3930,7680,1,1,0,28,2012,1
1,40,40,5,7330,3190,1,1,0,27,2006,1
4,40,41,1,2630,7370,2,1,0,64,1998,1
3,40,44,1,4760,5070,1,1,0,49,2001,2
1,50,43,6,150,4970,1,1,0,25,2013,1
1,37,43,6,5800,7870,1,1,0,25,2014,2
2,40,39,1,9620,6170,1,1,0,35,2014,1
1,40,43,1,630,7590,1,1,0,31,2013,2
1,45,43,1,160,4770,1,1,0,34,2013,1
2,40,41,4,9410,3570,1,1,0,46,1994,1
1,39,43,1,5700,7580,1,1,0,63,2013,2
1,10,44,4,4110,8680,1,1,0,27,2011,2
1,30,46,6,3010,7980,1,1,0,30,2014,2
1,20,46,6,3010,8190,1,1,0,33,2014,1
1,40,42,4,1020,6990,1,1,0,53,1980,2
2,40,38,4,9600,5580,1,1,30,54,1999,1
2,40,43,6,7750,3570,1,1,0,22,2014,1
1,69,44,4,410,8370,1,1,0,70,2009,2
1,0,39,6,2720,8590,2,2,0,21,2013,1
1,40,39,4,10,4870,2,1,0,52,2004,1
3,40,43,1,3255,8270,1,1,0,37,2007,2
1,40,41,1,7420,770,1,1,0,36,2011,1
1,40,42,4,9130,6370,1,1,0,49,2013,2
1,50,43,1,430,3470,1,1,0,28,2013,1
1,40,39,3,5860,1990,1,1,0,61,1980,2
1,42,42,6,1550,2370,1,1,0,35,2013,1
1,40,42,4,160,7680,1,1,0,31,2007,1
1,50,43,4,1760,7870,1,1,0,52,2008,2
1,40,44,1,5700,7070,1,1,0,28,2007,2
1,45,43,1,430,1370,1,1,0,29,2009,1
1,40,42,1,1020,8190,1,1,19,34,2012,1
2,10,41,1,3535,8190,1,1,0,49,2013,2
2,40,41,1,4400,8590,1,1,0,47,1998,1
1,69,40,1,6355,9180,1,1,0,40,1997,1
1,15,39,6,160,7680,1,1,0,25,2013,1
1,50,39,1,1107,6695,1,1,0,51,1990,2
2,65,41,6,4700,4670,1,1,25,47,2006,1
1,0,39,1,4500,8970,2,1,0,87,1980,1
1,45,44,4,1650,7460,1,1,0,60,2005,1
1,69,46,1,3060,7970,1,1,0,53,1993,1
2,40,43,1,2145,8370,1,1,0,45,1995,2
2,56,43,1,3740,9470,1,1,0,42,1995,1
1,25,43,1,310,8680,2,1,0,54,2014,2
2,32,42,6,3500,8270,1,1,0,32,2013,2
2,45,39,1,9620,4480,1,1,0,52,2007,1
2,3,42,1,4110,8660,1,1,0,54,2014,2
2,40,42,4,5240,2190,1,1,0,31,2014,2
2,19,43,1,4760,5280,1,1,0,69,2013,2
1,30,41,1,5860,7870,1,1,0,30,2012,2
1,40,43,1,4710,4560,1,1,0,34,2013,1
1,39,39,1,5860,7870,1,1,0,29,2012,2
1,28,39,6,5350,5170,1,2,0,20,2014,1
1,5,34,1,7330,8870,2,2,0,77,2007,1
1,40,43,6,4620,8670,1,2,0,22,2007,2
2,12,42,4,3255,7970,1,1,4,71,2009,2
1,20,35,6,9640,6390,1,1,0,18,2013,1
1,5,39,4,7340,8070,1,1,0,67,2007,1
1,46,39,1,3930,9590,1,2,0,38,2005,1
2,40,42,6,7140,6070,1,1,0,24,2014,1
1,40,43,1,3300,8180,1,1,0,31,2005,2
1,55,43,1,1430,6380,1,1,0,36,1998,1
1,20,39,6,4720,8680,1,1,0,19,2014,2
2,60,41,1,120,4670,1,1,0,32,2005,1
2,40,43,1,120,6870,1,1,0,31,2002,2
1,60,43,6,310,8680,1,1,0,30,2012,1
1,60,45,6,310,8680,1,1,0,27,2012,1
1,22,41,1,4720,5380,1,2,0,29,2011,2
1,40,43,1,160,5080,1,2,0,38,2005,1
1,24,42,1,9840,9890,1,1,0,45,2007,1
1,50,44,1,9840,9590,1,1,0,40,1994,2
1,40,39,1,430,7580,1,2,0,32,2014,2
1,50,45,1,2040,9160,1,2,0,58,2002,1
1,40,44,1,2310,7860,1,2,0,55,2004,2
1,69,43,1,310,8680,2,2,0,56,2001,2
1,55,39,1,310,8680,2,2,0,59,2001,1
1,40,39,1,4230,8270,1,2,0,61,1992,2
1,40,44,4,430,9590,1,1,0,48,2012,1
1,20,35,6,4030,8680,1,1,0,16,2013,2
1,30,40,1,850,6970,1,1,0,79,1993,1
1,50,46,1,1820,8190,1,1,0,62,1980,2
1,69,39,1,205,170,2,2,0,47,1985,1
1,20,39,1,5160,6870,1,2,0,56,2014,2
1,25,39,1,4220,7690,2,2,0,60,2007,1
1,40,43,1,60,4670,1,1,0,48,2011,1
1,20,31,6,9640,6390,1,1,0,15,2013,1
1,50,39,6,5000,6670,1,2,0,44,1984,2
1,38,42,6,5110,770,1,2,0,29,2013,2
1,55,44,4,120,8190,1,1,0,58,2004,1
1,30,41,4,4510,8980,2,1,10,49,2014,2
1,40,39,1,7330,2290,1,2,0,66,1980,1
1,40,44,6,1105,8590,1,2,0,33,2007,1
1,40,42,3,7130,7680,1,2,0,48,1996,1
1,32,39,6,7700,2980,1,2,0,26,2009,1
1,40,39,4,4710,6190,1,1,0,63,2002,1
1,40,45,6,4700,5170,1,1,0,35,2007,1
1,20,43,4,2040,9160,1,2,0,52,2013,1
1,40,40,6,6320,470,1,2,0,24,2008,1
1,35,45,6,2100,7270,2,2,0,83,1980,1
1,45,39,6,9130,4570,1,2,0,35,2007,1
1,20,34,1,9120,7860,1,1,0,74,2002,1
1,1,39,1,2540,7860,1,1,0,69,1980,2
1,45,39,1,4710,4195,1,2,0,59,2005,1
1,40,36,4,9130,770,1,1,0,53,2008,1
1,30,39,4,5860,6380,1,1,0,50,1994,2
1,30,35,6,4250,8590,1,1,0,24,2014,1
1,30,39,1,9120,7860,1,1,0,48,2000,2
2,40,40,1,7020,770,1,1,0,60,1996,1
2,32,39,6,4720,4970,1,1,0,20,2012,1
1,60,39,1,9510,770,2,1,0,58,1996,1
2,40,46,1,2200,7870,1,1,0,44,2010,1
2,36,43,1,3255,8190,1,1,0,37,2012,2
1,20,41,3,9150,4670,1,2,0,66,2008,1
1,40,40,4,9130,770,1,1,0,40,2012,1
1,20,39,1,4940,5580,2,1,19,48,2002,2
1,40,42,1,7410,570,1,2,0,41,2000,1
1,32,43,1,3310,7980,1,2,0,40,2002,2
1,40,36,6,6230,770,1,2,0,50,2014,1
1,40,39,1,1965,7460,1,2,0,56,1980,1
1,67,39,1,9130,1190,1,2,0,43,2001,1
1,40,39,1,1020,6990,1,2,0,46,1990,2
1,12,37,6,4030,7870,1,2,0,18,2014,2
1,22,42,1,4720,8680,1,2,0,32,2014,2
1,32,34,1,5110,5380,1,1,18,49,2013,2
1,40,39,1,6220,770,1,1,0,51,2013,1
1,40,34,3,4020,8680,1,2,0,70,1980,2
1,21,40,1,4760,7860,1,2,0,52,2011,2
1,40,42,1,7100,570,1,2,0,47,2006,1
1,40,39,1,1020,6990,1,2,0,45,1990,2
1,40,39,1,6230,770,2,2,0,61,1980,1
1,37,39,1,4700,5370,1,2,0,59,1986,2
1,40,39,6,7630,8590,1,2,0,38,2009,1
2,40,43,1,800,8190,1,1,0,50,2009,2
2,60,43,1,20,8660,1,1,0,48,1999,1
3,60,31,1,9360,4970,1,1,0,55,2013,1
1,40,39,6,9130,7790,1,1,0,38,2003,1
1,20,39,1,5860,380,1,2,0,66,2012,2
1,24,39,1,7260,8870,2,2,0,68,1995,1
1,40,39,4,630,8180,1,2,0,42,2014,2
1,20,36,1,9120,7860,1,2,4,66,2010,1
2,30,40,1,4110,8680,1,1,0,32,2012,2
1,40,39,1,8540,3895,1,2,0,54,1999,2
1,40,36,1,310,8680,1,2,0,58,2008,1
1,40,39,6,530,3190,1,2,0,23,2012,2
1,45,45,1,2330,7860,1,1,0,39,2000,2
1,40,41,1,7700,570,1,1,0,38,2010,1
2,60,39,4,4600,8470,2,1,0,54,1999,2
2,40,41,6,4720,4970,1,1,0,21,2012,2
2,50,41,1,3800,9470,1,1,0,56,1992,1
1,40,42,5,1020,6870,1,1,0,31,2006,1
2,40,39,4,5810,6870,1,1,0,36,2006,2
2,69,40,6,3800,9470,1,1,0,24,2012,1
1,40,41,1,5240,9380,1,1,0,60,1987,1
1,40,43,1,5860,7390,1,1,0,62,2012,2
1,16,40,1,9150,4670,1,1,0,66,1980,1
1,60,43,1,4930,7380,1,1,0,52,1997,1
1,5,43,1,3255,8180,1,1,0,57,2014,2
1,40,41,6,530,3190,1,1,0,23,2014,2
1,25,42,1,9620,6380,1,1,0,55,2004,2
1,45,44,6,150,2670,1,1,0,53,1990,1
1,40,36,1,9130,2370,1,1,0,51,2014,1
1,69,40,1,9130,6170,1,2,0,49,2007,1
1,35,37,6,7750,3570,1,2,0,18,2014,1
1,15,39,4,6230,770,2,2,4,52,2007,1
1,40,43,2,1006,9480,1,1,0,44,2013,2
1,50,40,4,160,2390,1,1,0,47,2001,1
1,40,39,1,6355,770,1,1,0,28,2006,1
1,40,43,1,1965,7460,1,1,0,23,2013,2
1,50,39,1,7000,570,1,1,0,57,1984,1
1,40,39,1,430,3895,1,1,0,53,2011,2
1,40,39,6,4430,8270,1,1,0,25,2006,2
1,25,39,1,3930,380,1,1,30,44,2014,1
1,30,39,6,2320,7860,1,1,0,24,2013,1
1,40,46,1,1820,9590,1,1,36,58,2008,1
1,2,40,1,4760,5380,1,1,0,73,2004,2
1,40,35,1,7420,6680,1,2,0,42,2014,1
1,40,42,1,9840,9590,1,1,0,50,2001,1
1,40,44,1,3258,8090,1,1,0,49,2007,2
2,48,39,1,8030,1480,1,1,0,55,1986,1
2,43,39,1,4610,8170,1,1,0,54,2008,2
1,45,43,4,2310,7860,1,2,0,45,2010,2
1,40,43,1,6230,770,1,2,0,39,2013,1
1,40,42,4,7630,7070,2,2,0,50,2006,1
1,40,39,1,20,770,1,2,0,51,2001,1
1,40,41,6,6230,770,1,2,0,25,2014,1
1,30,39,3,7160,8770,2,1,0,43,1991,1
2,40,44,1,5000,9480,1,1,0,56,1999,2
3,40,46,1,2200,7870,1,1,0,63,2002,1
3,60,42,1,8350,8880,1,1,0,62,2005,2
2,22,36,4,5400,6970,1,1,3,67,2014,2
1,50,44,1,710,7390,2,1,0,62,2002,1
1,45,43,6,830,6870,1,1,0,34,2007,1
1,32,44,3,2310,7680,1,1,0,64,2014,2
1,40,39,1,3645,8180,1,1,0,39,2006,2
1,40,39,1,4220,6770,1,1,0,41,2001,1
1,26,36,6,9620,4970,1,1,0,18,2014,1
1,15,33,1,4230,7690,1,1,0,45,2010,2
1,40,46,4,735,7490,1,1,0,46,2012,1
1,20,36,4,2825,9170,1,2,0,25,2014,2
2,45,42,6,530,3190,1,1,0,41,2001,1
1,50,41,6,310,8680,1,1,0,24,2009,1
1,37,43,1,4800,6480,1,1,0,41,2005,2
1,40,33,2,6260,770,1,2,0,39,2010,1
1,69,43,6,4210,7770,2,1,0,30,2011,1
1,42,43,6,100,5590,1,1,0,28,2014,2
2,25,39,1,4230,8190,1,1,0,63,2014,2
1,40,39,6,630,3895,1,1,0,46,2005,1
1,40,43,4,120,7860,1,1,0,37,2008,2
1,40,43,4,800,7070,1,1,0,51,2013,2
1,35,39,6,3640,7980,1,1,0,21,2014,2
1,30,40,3,4030,8660,1,2,0,55,2009,2
1,20,44,1,2000,8370,2,1,0,64,2006,2
1,12,43,1,2600,8560,2,1,0,73,1980,1
3,4,39,6,9620,4970,1,1,0,20,2008,2
1,45,43,1,430,6380,1,1,0,36,1996,1
1,30,43,1,3255,8190,1,1,0,32,2003,2
1,8,41,6,9640,4970,1,1,0,24,2009,1
1,40,39,1,7750,3570,1,1,0,28,2012,1
1,40,41,1,8256,6390,1,1,0,27,2014,2
2,40,44,6,800,7070,1,2,0,30,2010,2
1,53,34,4,7200,4690,1,2,3,50,2004,1
1,40,45,1,1530,570,1,1,0,67,2014,1
1,40,43,6,9640,4580,1,1,0,42,2011,1
1,40,40,4,120,9480,1,1,0,60,1987,2
4,40,37,6,6660,770,1,1,0,31,2013,1
1,10,44,6,2720,8590,1,1,0,25,2011,1
1,30,43,6,410,7070,1,1,0,26,2013,2
1,30,43,6,410,7070,1,1,0,27,2013,2
1,40,41,1,1920,2170,1,2,0,56,2008,1
1,40,39,1,8650,2270,1,2,0,50,2008,2
1,40,43,1,1350,2290,1,1,0,28,2013,1
1,40,46,1,2200,7870,1,1,0,64,2008,2
1,40,46,1,2200,7870,1,1,0,62,2007,1
1,55,44,1,60,4670,1,1,0,52,2011,1
1,50,44,1,4710,4580,2,2,0,43,2001,1
1,40,43,1,10,4580,1,2,0,43,2001,2
1,36,42,4,3300,8190,1,1,0,57,1982,2
1,8,40,6,4760,5370,1,1,0,20,2012,2
3,40,43,4,3256,8190,1,1,0,68,1980,1
1,44,43,1,2200,7870,1,2,0,28,2008,2
1,20,39,1,5120,770,2,2,30,52,2007,2
1,20,39,1,6400,770,2,2,0,52,2007,1
1,40,41,6,1840,770,1,2,0,42,1989,1
4,18,43,5,9120,6180,1,2,0,55,2012,2
1,45,41,1,5700,8770,2,2,0,65,1997,2
1,60,39,1,7200,8770,2,2,0,67,1997,1
1,40,39,4,7315,770,1,2,0,58,2000,1
1,42,43,6,100,5590,1,2,0,25,2010,2
1,32,40,3,8320,6290,1,1,4,67,2012,2
1,40,43,1,800,6870,1,1,0,31,2012,1
1,40,44,1,5700,8390,1,1,0,31,2007,2
1,30,39,1,4600,8470,2,1,0,63,2011,2
1,60,32,2,7810,4970,1,1,0,29,2014,1
1,36,41,1,9360,8770,1,1,0,60,2003,1
1,25,43,1,2340,9480,1,1,0,51,2013,2
1,40,44,1,1010,8590,1,1,0,52,2012,1
1,8,41,6,4760,5370,1,1,0,21,2012,2
1,15,36,4,6050,180,2,2,0,76,1980,1
1,25,41,6,4110,8680,1,2,0,22,2014,2
1,35,43,1,4920,7070,2,1,0,78,1980,1
1,38,44,1,2010,8370,1,2,0,48,2001,2
1,36,41,1,3500,8090,1,2,0,55,1998,2
1,45,39,1,1550,3570,1,2,0,58,1980,1
1,50,39,3,5700,6990,2,2,0,70,1980,2
1,48,39,4,5860,9470,1,2,0,61,2008,2
1,44,39,4,6050,180,1,2,0,33,2005,1
1,50,42,4,430,770,1,1,0,61,2011,1
1,30,43,4,2800,6672,1,1,0,65,2005,2
1,40,40,1,205,180,2,2,0,37,1996,1
1,40,45,1,2300,7860,1,2,0,40,1996,2
1,36,41,6,9640,5591,1,1,0,19,2014,1
1,40,39,1,6440,580,1,2,0,27,2006,1
1,40,42,1,8256,6390,1,2,0,26,2014,2
1,45,45,1,2330,7860,1,1,0,60,2008,2
1,40,39,1,430,7370,2,2,0,52,2000,2
1,40,41,1,5110,5380,1,1,0,62,1993,2
1,16,39,4,9415,7860,1,1,0,68,2014,2
1,2,39,6,4050,8680,1,1,20,27,2007,1
1,15,42,1,230,9160,1,2,0,49,2013,2
1,20,44,1,2310,7860,1,2,0,52,2014,1
1,40,42,1,5240,7860,1,2,0,42,2010,1
1,40,42,1,2016,7860,1,2,0,47,1998,2
1,6,41,6,4110,8680,1,2,0,20,2014,2
1,30,36,6,4250,8590,1,2,0,18,2014,1
1,40,40,6,5700,7070,1,2,0,52,2012,2
1,25,39,3,5120,7280,2,2,0,50,2013,2
1,40,39,4,7315,8870,1,2,0,57,2006,1
1,43,39,1,8620,670,1,1,0,49,2001,1
1,40,41,1,5700,7870,1,1,0,47,2004,2
1,20,36,5,5620,4970,1,1,0,17,2014,1
3,40,43,1,430,7380,2,1,0,44,2006,1
3,40,43,1,5000,7380,1,1,0,36,2008,2
1,40,42,1,10,770,1,1,0,37,2005,1
1,40,43,1,8760,7970,1,1,0,40,2003,2
1,50,39,6,9620,3580,1,2,0,55,2014,1
1,60,41,1,7855,1080,1,1,0,49,1992,2
1,40,39,2,4220,8680,1,1,0,24,2008,1
1,60,39,1,4200,7690,1,1,0,37,1997,1
1,30,39,1,3640,7980,1,1,0,34,2004,2
1,40,41,4,7700,7290,1,1,0,49,2006,1
1,10,40,1,4020,7860,1,2,0,50,2013,2
1,65,39,1,9130,6170,1,2,0,47,2010,1
3,32,43,1,8640,7680,1,1,0,60,2008,1
3,40,39,1,4700,5380,1,1,0,59,1998,2
1,40,39,5,8965,3570,1,1,0,40,2013,1
1,40,43,1,1006,7380,1,1,0,50,1991,2
1,36,39,1,5400,7970,1,1,0,58,2000,2
2,40,39,1,6730,770,1,0,0,53,2001,1
1,40,39,1,7010,7580,1,2,0,41,2014,2
1,40,39,1,430,4670,1,2,0,53,2014,1
1,50,44,1,2320,7860,1,2,0,39,2008,2
2,40,40,1,1460,3080,1,2,0,42,2014,1
1,18,39,6,4500,8970,1,2,0,38,2013,2
1,20,37,6,4030,7870,1,2,0,17,2014,2
1,69,39,1,4340,180,2,2,0,33,2012,1
1,40,41,6,6355,770,1,2,0,40,2014,1
1,40,38,1,3500,8270,1,2,0,51,2013,2
1,40,39,1,3930,7680,1,2,0,72,2012,1
1,10,36,1,4350,9090,2,1,3,55,1997,2
1,40,41,1,2040,9160,2,1,3,49,2013,1
3,14,43,1,4600,8470,2,1,0,46,2007,2
3,60,43,1,7010,8790,2,1,0,55,1989,1
2,40,44,4,350,7870,1,1,0,40,2008,2
1,1,42,1,3620,8190,1,2,0,41,2004,2
1,2,43,1,3540,8090,1,2,0,40,2010,1
1,40,39,4,4720,5090,1,2,0,45,1999,2
2,40,43,6,2310,7860,1,1,0,41,2011,2
1,60,41,1,310,8680,2,2,0,53,1986,1
1,40,41,1,800,8190,1,2,0,51,1992,2
1,10,39,1,9840,9890,1,1,0,27,2008,1
1,50,39,4,9520,380,1,1,0,50,2014,1
1,40,43,1,735,8170,1,1,0,39,2005,2
1,40,43,1,4700,5070,1,1,0,40,2000,1
1,40,39,5,8740,3570,1,2,6,46,2002,1
1,42,42,5,3255,8190,1,2,0,43,2010,2
1,40,40,4,7750,3390,1,2,0,33,2001,2
1,60,39,1,6520,770,1,2,0,50,1994,1
1,40,41,1,8740,3570,1,2,0,47,1995,2
1,15,34,5,6355,770,1,2,19,23,2014,1
1,40,39,4,4760,4870,1,1,0,56,2007,1
1,18,39,4,4510,8980,1,1,0,48,2012,2
1,40,40,4,5000,6390,1,2,0,32,2006,2
1,34,39,4,5600,3570,1,2,0,36,2014,1
1,50,41,4,8740,3570,1,2,0,45,2006,2
1,40,39,1,7220,4270,1,2,0,39,2011,1
1,40,39,1,8965,1990,1,2,0,56,1996,2
1,56,39,1,9640,1370,1,2,0,58,2014,1
3,8,46,6,2200,7870,1,1,0,58,1989,2
1,40,40,1,3647,4970,1,2,0,47,1995,2
1,50,39,4,8800,1370,1,2,0,50,2000,2
1,45,39,1,4950,5670,1,2,0,55,2005,1
1,44,38,3,8800,1270,1,2,0,55,2012,2
2,32,41,5,3600,8270,1,2,0,31,2006,2
1,44,43,6,2630,7290,1,2,0,23,2013,1
1,25,42,1,3255,9480,1,2,0,44,2004,2
1,42,39,1,8740,3080,1,2,0,45,2000,1
1,40,42,1,3510,7870,1,1,0,56,2008,2
2,20,42,1,5410,7670,1,1,0,32,2011,2
1,35,38,4,4510,8980,2,1,0,44,1998,2
4,20,41,6,5400,8990,1,1,0,20,2014,2
1,20,35,1,6200,770,2,1,36,58,1980,1
1,10,37,3,4510,8980,2,1,0,75,2008,2
3,40,43,1,5700,8190,1,1,0,67,2007,1
1,15,40,1,9130,6170,1,1,0,71,2000,1
1,50,44,4,230,7860,1,1,0,59,1980,2
1,40,40,5,5120,6170,1,1,0,52,2012,2
2,35,39,3,6230,7070,1,1,0,68,2013,1
1,4,40,1,3820,9590,1,1,0,24,2010,1
4,45,38,3,9130,2670,1,1,0,59,2011,1
2,16,41,6,3255,8180,1,1,0,55,2012,2
1,40,44,1,9840,9890,1,1,0,44,1987,1
1,40,39,3,8320,1570,1,2,0,52,2012,2
1,30,40,6,5620,4970,1,2,0,20,2011,1
1,40,43,6,430,9470,1,1,0,25,2013,1
1,40,43,6,740,9470,1,1,0,24,2013,1
2,50,43,4,820,9590,1,1,0,56,2003,2
1,36,42,1,3255,8190,1,1,0,37,1998,2
1,40,42,1,4710,6990,1,1,0,50,2012,1
1,40,36,1,4010,9470,1,1,0,56,2011,2
1,40,42,1,2340,3680,1,1,0,61,1981,1
2,40,41,1,6210,3680,1,1,0,60,1986,1
2,30,41,1,3930,7070,1,1,0,60,2013,2
2,40,43,6,5700,9470,1,1,0,26,2012,2
1,50,44,1,430,9470,1,1,30,50,2011,2
1,50,39,1,140,3190,1,1,0,53,1993,1
3,40,43,6,2340,7890,1,1,0,45,2012,2
1,40,44,1,2310,7860,1,1,0,33,2012,2
1,40,43,1,2720,8590,1,1,0,31,2013,1
1,40,39,1,4510,8980,1,1,0,36,2011,2
2,12,40,3,4760,5380,1,1,0,74,2006,2
1,15,42,1,2630,7290,1,1,0,28,2014,2
1,50,43,1,110,9890,1,1,0,37,1996,1
1,40,44,1,430,8370,1,1,0,55,1990,2
1,42,44,1,120,9590,1,1,0,54,1990,2
2,40,43,6,2720,7870,1,1,0,28,2012,2
2,60,46,1,1007,7680,1,1,0,62,1989,1
2,16,44,1,2550,7860,1,1,0,61,2011,2
1,40,43,4,430,3875,2,2,10,65,1980,1
1,8,39,4,4030,8660,1,2,0,55,1999,2
1,40,43,1,310,8680,2,1,0,68,2009,2
1,20,45,1,10,770,2,1,0,69,2013,1
1,40,43,4,430,7780,2,1,0,39,2002,1
1,40,46,4,3010,7980,2,1,0,57,1982,2
2,45,44,4,230,7860,1,1,0,59,1990,2
4,50,40,6,4600,8470,1,1,0,19,2014,2
1,38,39,5,4020,8680,1,1,0,52,2010,2
1,36,41,4,2340,3680,1,1,20,60,2009,1
1,13,41,4,3648,7480,1,1,0,49,2014,2
2,40,41,4,710,6870,1,1,0,64,1980,2
1,8,42,6,4040,8680,1,1,0,29,2007,2
1,45,42,4,7260,8770,1,1,0,32,2014,1
2,40,39,1,800,8090,1,1,0,67,1980,2
2,5,39,1,4140,8680,1,1,8,66,1994,1
1,6,44,6,2850,7860,1,1,0,67,1996,1
1,25,43,6,430,7390,2,1,0,67,1980,1
1,40,43,1,5240,4970,1,1,0,73,1980,1
1,12,43,4,2340,7870,1,1,0,59,2013,2
1,30,42,5,5240,4970,1,1,0,26,2013,2
1,40,39,1,3648,7480,1,1,4,52,2000,2
1,45,38,4,7000,770,1,1,0,28,2007,1
1,40,42,2,7315,770,1,1,0,47,2004,1
1,40,39,1,6355,3680,1,1,0,24,2013,1
1,45,39,6,1420,7290,2,1,0,45,2012,1
1,20,39,4,565,7290,1,1,0,78,1999,1
1,40,39,6,8320,1570,1,1,18,54,2012,2
1,40,43,1,2550,7870,1,1,0,59,1997,1
1,40,44,1,2200,7870,1,1,0,62,2005,2
1,40,44,1,3710,9470,1,1,0,50,1984,1
4,15,41,6,4110,8680,1,1,0,20,2011,2
1,40,40,1,4820,6970,1,1,0,41,2011,2
1,40,39,1,7200,8770,1,1,0,46,1996,1
1,0,43,6,3255,8190,1,1,0,27,2007,1
1,40,41,6,3310,7980,1,1,0,26,2002,2
2,69,39,1,5400,9170,1,1,0,51,1996,1
2,28,43,4,4760,5380,1,1,0,50,2013,2
4,48,39,6,9510,2670,1,1,0,48,2001,1
2,20,38,1,9120,7860,1,1,0,76,2002,1
2,16,39,6,5400,9170,1,1,0,53,2014,1
1,40,43,6,5240,6890,1,1,0,48,1993,2
1,40,41,4,5240,1990,1,1,0,55,2014,2
1,45,41,1,9130,6170,1,1,0,60,2003,1
1,40,38,1,5220,9470,1,1,0,59,2003,2
1,40,41,1,5200,4270,1,1,0,69,2005,1
1,40,41,1,7330,3190,1,1,0,21,2014,1
2,40,39,5,4230,8190,1,1,0,55,1999,2
2,45,32,6,9120,6180,1,1,0,61,2011,1
1,40,40,6,9610,8780,1,1,0,21,2013,1
1,50,37,1,8140,3680,1,1,0,44,2010,1
1,0,39,6,6230,3680,1,1,0,21,2013,1
1,50,41,6,5600,6170,1,1,0,25,2013,1
2,40,43,1,3820,9470,1,1,0,62,2013,1
1,40,39,1,3930,7680,1,1,10,71,2009,1
1,40,39,1,5120,4270,1,1,0,62,1985,2
1,60,39,4,9130,6170,1,2,0,45,2006,1
1,69,39,4,9310,570,1,2,0,47,2007,1
1,40,43,1,2710,6570,1,1,0,25,2010,2
1,16,41,1,4760,5480,1,1,0,27,2013,1
1,25,39,6,410,7070,2,2,0,37,2012,1
1,50,39,1,8030,1890,1,1,0,61,2008,1
1,40,39,1,7750,3070,1,1,0,56,2012,1
1,20,39,1,4230,7690,2,1,0,53,1988,2
1,40,44,1,800,7190,1,1,0,31,2007,2
1,38,42,1,6230,770,1,1,0,33,2012,1
1,50,46,1,710,7390,1,2,0,69,2014,1
