,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
917,45-1010,"first-line supervisors of farming, fishing, and forestry workers",broad,"20,750",2.5,24.11,"50,160",0.9,13.23,16.61,22.39,29.42,37.36,"27,510","34,550","46,570","61,200","77,710",,
919,45-2000,agricultural workers,minor,"404,610",1.3,12.78,"26,580",0.4,9.68,10.33,11.46,13.91,18.09,"20,130","21,490","23,830","28,930","37,630",,
920,45-2010,agricultural inspectors,broad,"13,960",2.1,21.6,"44,930",0.5,13.21,15.8,20.86,25.43,31.31,"27,470","32,860","43,390","52,890","65,130",,
922,45-2020,animal breeders,broad,"1,800",12.2,20.89,"43,450",2.9,12.3,13.96,18.06,25.31,33.24,"25,590","29,030","37,560","52,640","69,130",,
924,45-2040,"graders and sorters, agricultural products",broad,"39,810",4.2,11.84,"24,620",0.8,8.97,10.13,11.22,12.6,15.84,"18,660","21,080","23,340","26,210","32,960",,
926,45-2090,miscellaneous agricultural workers,broad,"349,040",1.5,12.49,"25,990",0.4,9.8,10.32,11.4,13.57,17.39,"20,380","21,460","23,710","28,220","36,180",,
927,45-2091,agricultural equipment operators,detailed,"26,070",4.5,15.12,"31,440",1,9.74,11.8,14.48,17.75,21.45,"20,250","24,540","30,110","36,910","44,620",,
928,45-2092,"farmworkers and laborers, crop, nursery, and greenhouse",detailed,"282,300",1.8,12.05,"25,070",0.5,10,10.28,11.24,12.47,15.99,"20,810","21,380","23,380","25,930","33,270",,
929,45-2093,"farmworkers, farm, ranch, and aquacultural animals",detailed,"35,460",2.6,13.38,"27,840",0.7,8.81,10.12,12.24,15.46,19.27,"18,330","21,050","25,470","32,160","40,080",,
930,45-2099,"agricultural workers, all other",detailed,"5,210",6.5,17.27,"35,910",2.4,9.54,11.46,14.71,20.57,27.97,"19,850","23,840","30,600","42,790","58,180",,
931,45-3000,fishing and hunting workers,minor,750,15.3,15.06,"31,330",6.2,9,10.64,13.72,19.79,23.16,"18,710","22,120","28,530","41,160","48,170",,
932,45-3010,fishers and related fishing workers,broad,520,14.4,15,"31,190",7.7,8.64,10.11,13.61,20.25,23.19,"17,960","21,030","28,310","42,110","48,230",,
934,45-4000,"forest, conservation, and logging workers",minor,"44,800",2.2,18.91,"39,330",1,10.54,13.83,18.01,22.8,28.16,"21,920","28,780","37,460","47,430","58,560",,
935,45-4010,forest and conservation workers,broad,"7,080",4.8,15.06,"31,320",1.2,9.93,10.2,13.3,18.2,23.36,"20,650","21,220","27,650","37,870","48,600",,
937,45-4020,logging workers,broad,"37,730",2.5,19.63,"40,830",1.1,11.8,14.91,18.67,23.32,28.73,"24,540","31,010","38,840","48,510","59,760",,
938,45-4021,fallers,detailed,"5,420",13.8,22.56,"46,930",3.5,12.78,15.74,19.56,27.57,37.34,"26,570","32,740","40,690","57,350","77,670",,
939,45-4022,logging equipment operators,detailed,"26,010",2.7,19.15,"39,820",1.1,11.62,14.66,18.46,23.09,27.79,"24,160","30,480","38,390","48,030","57,800",,
940,45-4023,log graders and scalers,detailed,"3,010",6.6,18.61,"38,710",1.5,11.95,14.37,18.21,22.35,25.64,"24,860","29,900","37,880","46,480","53,330",,
941,45-4029,"logging workers, all other",detailed,"3,290",7.8,19.58,"40,730",3,11.54,16.05,19.11,22.91,27.17,"24,000","33,390","39,740","47,650","56,520",,
942,47-0000,construction and extraction occupations,major,"5,728,460",0.3,24.01,"49,930",0.2,12.76,16.06,21.51,29.65,39.46,"26,540","33,410","44,730","61,680","82,080",,
943,47-1000,supervisors of construction and extraction workers,minor,"556,300",0.6,33.27,"69,200",0.2,19.75,24.72,30.8,39.72,50.08,"41,080","51,410","64,070","82,620","104,160",,
944,47-1010,first-line supervisors of construction trades and extraction workers,broad,"556,300",0.6,33.27,"69,200",0.2,19.75,24.72,30.8,39.72,50.08,"41,080","51,410","64,070","82,620","104,160",,
946,47-2000,construction trades workers,minor,"4,348,180",0.3,23.37,"48,620",0.2,12.72,15.91,20.91,28.83,38.4,"26,460","33,090","43,490","59,960","79,880",,
947,47-2010,boilermakers,broad,"15,020",4.5,30.3,"63,010",1.2,18.6,24.6,29.93,36.61,41.91,"38,700","51,160","62,260","76,140","87,160",,
949,47-2020,"brickmasons, blockmasons, and stonemasons",broad,"76,770",2.2,24.84,"51,670",1,13.75,17.7,23.17,29.86,38.97,"28,600","36,820","48,200","62,110","81,060",,
950,47-2021,brickmasons and blockmasons,detailed,"64,790",2.3,25.67,"53,390",1,14.69,18.6,23.93,30.59,39.81,"30,550","38,680","49,770","63,620","82,810",,
951,47-2022,stonemasons,detailed,"11,990",7.2,20.37,"42,370",2.6,11.58,14.18,18.72,24.5,30.58,"24,090","29,500","38,940","50,960","63,600",,
952,47-2030,carpenters,broad,"693,050",0.8,23.86,"49,630",0.4,13.36,16.7,21.71,28.93,38.63,"27,790","34,740","45,170","60,180","80,350",,
954,47-2040,"carpet, floor, and tile installers and finishers",broad,"81,130",2.5,21.65,"45,030",1.3,11.34,14.64,19.35,26.5,35.57,"23,590","30,450","40,250","55,120","73,990",,
955,47-2041,carpet installers,detailed,"26,120",5,21.25,"44,200",2,10.32,13.62,18.67,26.86,35.99,"21,470","28,320","38,830","55,860","74,860",,
956,47-2042,"floor layers, except carpet, wood, and hard tiles",detailed,"11,860",6.6,21.41,"44,530",2,12.01,14.87,19.25,26.6,35.31,"24,980","30,930","40,040","55,340","73,440",,
957,47-2043,floor sanders and finishers,detailed,"4,320",10.7,18.87,"39,260",2.9,11.37,14.05,17.77,22.55,27.96,"23,640","29,220","36,950","46,900","58,160",,
958,47-2044,tile and marble setters,detailed,"38,820",3.8,22.3,"46,370",2,11.93,15.38,20.04,26.79,36.53,"24,810","31,990","41,680","55,720","75,990",,
959,47-2050,"cement masons, concrete finishers, and terrazzo workers",broad,"181,270",1.6,21.87,"45,490",0.7,13.23,15.94,19.54,25.64,35.09,"27,530","33,170","40,650","53,330","72,980",,
960,47-2051,cement masons and concrete finishers,detailed,"178,640",1.6,21.87,"45,490",0.7,13.25,15.95,19.54,25.65,35.05,"27,550","33,170","40,650","53,360","72,910",,
961,47-2053,terrazzo workers and finishers,detailed,"2,630",12.3,21.89,"45,520",3.8,12.05,15.74,19.51,24.74,36.66,"25,060","32,730","40,590","51,460","76,250",,
962,47-2060,construction laborers,broad,"962,060",0.7,18.7,"38,890",0.3,10.71,13.18,16.6,22.24,30.48,"22,280","27,410","34,530","46,260","63,400",,
964,47-2070,construction equipment operators,broad,"418,760",0.8,24.54,"51,050",0.3,14.28,17.23,22.15,29.7,39.25,"29,710","35,850","46,080","61,780","81,640",,
965,47-2071,"paving, surfacing, and tamping equipment operators",detailed,"49,760",2.8,21.1,"43,890",1.3,12.85,15.37,18.81,24.26,33.47,"26,730","31,960","39,120","50,460","69,620",,
966,47-2072,pile-driver operators,detailed,"3,710",7.5,30.66,"63,770",3,15.72,20.16,27.72,41.92,48.46,"32,700","41,940","57,650","87,180","100,800",,
967,47-2073,operating engineers and other construction equipment operators,detailed,"365,300",0.8,24.95,"51,890",0.3,14.64,17.55,22.61,30.16,39.56,"30,450","36,500","47,040","62,730","82,280",,
968,47-2080,"drywall installers, ceiling tile installers, and tapers",broad,"114,630",2.3,24.15,"50,240",1.3,13.4,16.64,21.14,28.85,41.37,"27,860","34,610","43,970","60,000","86,050",,
969,47-2081,drywall and ceiling tile installers,detailed,"96,550",2.4,23.68,"49,250",1.4,13.29,16.48,20.6,27.68,40.35,"27,630","34,270","42,860","57,570","83,920",,
970,47-2082,tapers,detailed,"18,080",4.5,26.7,"55,540",1.6,14.07,18.06,24.82,34.12,44.29,"29,270","37,560","51,620","70,960","92,130",,
971,47-2110,electricians,broad,"631,080",0.8,27.84,"57,910",0.5,15.47,19.38,26.01,34.34,44.56,"32,180","40,320","54,110","71,430","92,690",,
973,47-2120,glaziers,broad,"47,330",3.4,22.83,"47,480",1.2,12.9,16.1,20.47,27.6,38.03,"26,840","33,490","42,580","57,410","79,090",,
975,47-2130,insulation workers,broad,"55,930",3.1,21.68,"45,090",1.1,12.62,15.38,19.2,25.52,35.44,"26,240","31,990","39,930","53,090","73,710",,
976,47-2131,"insulation workers, floor, ceiling, and wall",detailed,"31,100",4.3,19.52,"40,600",1.2,11.76,14.32,17.81,22.93,29.68,"24,460","29,790","37,050","47,690","61,730",,
977,47-2132,"insulation workers, mechanical",detailed,"24,840",4.7,24.38,"50,710",1.7,13.94,16.98,21.9,29.55,40.2,"29,000","35,310","45,550","61,460","83,610",,
978,47-2140,painters and paperhangers,broad,"224,050",1.2,20.11,"41,830",0.7,12.12,14.8,18.24,23.99,30.58,"25,200","30,780","37,950","49,900","63,600",,
979,47-2141,"painters, construction and maintenance",detailed,"221,340",1.2,20.12,"41,840",0.7,12.11,14.8,18.25,24,30.59,"25,200","30,790","37,960","49,920","63,620",,
980,47-2142,paperhangers,detailed,"2,710",14.2,19.68,"40,930",4.3,12.32,14.28,17.8,23.25,30.05,"25,630","29,700","37,030","48,360","62,500",,
981,47-2150,"pipelayers, plumbers, pipefitters, and steamfitters",broad,"466,950",1.1,26.89,"55,920",0.5,14.68,18.42,24.72,32.81,43.2,"30,530","38,310","51,420","68,240","89,850",,
982,47-2151,pipelayers,detailed,"38,690",2.7,20.77,"43,210",1,12.67,14.84,18.46,25.32,33.26,"26,360","30,870","38,400","52,670","69,180",,
983,47-2152,"plumbers, pipefitters, and steamfitters",detailed,"428,260",1.2,27.44,"57,070",0.6,15.13,18.97,25.28,33.52,44.14,"31,470","39,470","52,590","69,710","91,810",,
984,47-2160,plasterers and stucco masons,broad,"24,180",5.1,21.83,"45,410",1.5,13.41,16.13,19.59,25.69,34.15,"27,890","33,550","40,750","53,430","71,020",,
986,47-2170,reinforcing iron and rebar workers,broad,"18,480",5.5,26.09,"54,270",2,14.8,17.3,22.52,33.43,44.75,"30,770","35,980","46,850","69,530","93,070",,
988,47-2180,roofers,broad,"121,170",1.8,20.57,"42,780",0.9,12.31,15.06,18.74,24.49,31.18,"25,590","31,330","38,970","50,940","64,860",,
990,47-2210,sheet metal workers,broad,"132,920",2.1,25.05,"52,100",1,13.14,16.86,23.07,30.78,41.88,"27,330","35,060","47,990","64,030","87,120",,
992,47-2220,structural iron and steel workers,broad,"74,420",2.7,27.37,"56,940",1.1,15.03,18.51,25.3,34.81,44.38,"31,260","38,500","52,610","72,410","92,310",,
994,47-2230,solar photovoltaic installers,broad,"9,000",10.6,20.68,"43,010",1.8,13.83,16.2,18.98,23.85,29.61,"28,760","33,700","39,490","49,610","61,580",,
996,47-3000,"helpers, construction trades",minor,"229,470",1.4,15.38,"31,980",0.4,10.11,12.08,14.48,17.81,22.14,"21,030","25,130","30,120","37,050","46,060",,
998,47-3011,"helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",detailed,"24,660",3.6,16.84,"35,020",1.2,10.72,12.81,15.25,18.67,25.18,"22,310","26,650","31,710","38,830","52,370",,
999,47-3012,helpers--carpenters,detailed,"33,740",2.9,14.95,"31,100",0.8,9.84,11.65,14.35,17.54,21.09,"20,460","24,230","29,860","36,490","43,860",,
1000,47-3013,helpers--electricians,detailed,"72,580",2.7,15.4,"32,040",0.7,10.21,12.21,14.68,17.98,22.02,"21,240","25,390","30,540","37,400","45,810",,
1001,47-3014,"helpers--painters, paperhangers, plasterers, and stucco masons",detailed,"11,000",7.4,14.7,"30,570",1.5,10.02,11.44,13.83,17.13,21.18,"20,830","23,800","28,760","35,630","44,050",,
1002,47-3015,"helpers--pipelayers, plumbers, pipefitters, and steamfitters",detailed,"54,790",2.9,15.31,"31,830",0.8,10.17,12.2,14.37,17.69,22.09,"21,150","25,380","29,890","36,790","45,940",,
1003,47-3016,helpers--roofers,detailed,"9,550",6.4,14.28,"29,710",1.5,10.07,11.71,13.7,16.05,18.91,"20,940","24,360","28,500","33,390","39,330",,
1004,47-3019,"helpers, construction trades, all other",detailed,"23,140",3.7,15.3,"31,830",1.2,9.73,11.62,14.26,17.81,22.56,"20,240","24,170","29,660","37,040","46,930",,
1005,47-4000,other construction and related workers,minor,"410,610",0.8,23.52,"48,920",0.4,12.84,16.12,21.2,28.78,38.41,"26,720","33,520","44,090","59,860","79,890",,
1006,47-4010,construction and building inspectors,broad,"98,810",1.3,29.82,"62,020",0.5,16.94,21.81,28.41,36.67,45.84,"35,220","45,360","59,090","76,260","95,340",,
1008,47-4020,elevator installers and repairers,broad,"24,490",4.3,37.08,"77,130",1.3,18.57,26.64,38.21,47.45,55.71,"38,630","55,400","79,480","98,700","115,880",,
1010,47-4030,fence erectors,broad,"21,430",5.3,17.43,"36,260",1.6,10.8,13.07,16.02,19.58,26.33,"22,460","27,190","33,320","40,730","54,760",,
1012,47-4040,hazardous materials removal workers,broad,"43,260",2.7,22.27,"46,330",1.1,12.92,15.86,19.91,27.69,36.14,"26,880","32,980","41,400","57,600","75,160",,
1014,47-4050,highway maintenance workers,broad,"146,580",1,19.38,"40,300",0.3,12.12,14.98,18.61,23.2,27.88,"25,220","31,160","38,700","48,250","57,990",,
1016,47-4060,rail-track laying and maintenance equipment operators,broad,"15,070",4.7,27.1,"56,360",3.8,16,20.56,26.95,33.01,38.09,"33,280","42,760","56,060","68,650","79,230",,
1018,47-4070,septic tank servicers and sewer pipe cleaners,broad,"26,250",3.1,19.52,"40,590",0.9,12.05,14.48,18.25,23.6,29.45,"25,070","30,120","37,950","49,080","61,250",,
1020,47-4090,miscellaneous construction and related workers,detailed,"34,720",4.3,20.3,"42,220",1.9,12.24,14.7,18.29,23.8,31.03,"25,460","30,570","38,040","49,510","64,550",,
1022,47-5000,extraction workers,minor,"183,900",1.6,22.83,"47,480",0.6,13.66,16.61,21.19,27.59,34.35,"28,400","34,540","44,070","57,380","71,450",,
1023,47-5010,"derrick, rotary drill, and service unit operators, oil, gas, and mining",broad,"64,240",2.4,25.56,"53,170",1,15.7,18.68,23.56,29.88,37.71,"32,650","38,850","49,000","62,140","78,440",,
1024,47-5011,"derrick operators, oil and gas",detailed,"9,590",6.3,22.84,"47,510",1,16,18.31,22.18,26.94,30.99,"33,270","38,090","46,140","56,030","64,460",,
1025,47-5012,"rotary drill operators, oil and gas",detailed,"15,370",4.9,27.01,"56,180",1.3,15.34,19.9,25.95,32.23,40.22,"31,900","41,400","53,980","67,040","83,670",,
1026,47-5013,"service unit operators, oil, gas, and mining",detailed,"39,270",3.1,25.66,"53,370",1.6,15.69,18.47,23.21,29.73,37.79,"32,640","38,420","48,290","61,840","78,600",,
1027,47-5020,"earth drillers, except oil and gas",broad,"17,470",3.9,22.83,"47,480",1.1,14.41,16.96,21.08,27.08,34.6,"29,960","35,270","43,850","56,330","71,960",,
1029,47-5030,"explosives workers, ordnance handling experts, and blasters",broad,"5,850",6.2,25.38,"52,790",2.2,16.5,19.37,23.87,30.19,36.96,"34,320","40,290","49,650","62,790","76,870",,
1031,47-5040,mining machine operators,broad,"20,240",5.3,25.82,"53,710",1.4,16.41,20.42,25.58,30.7,36.67,"34,130","42,470","53,200","63,850","76,270",,
1032,47-5041,continuous mining machine operators,detailed,"12,000",7.4,26.46,"55,040",1.4,17.39,21.29,26.26,30.79,36.89,"36,180","44,280","54,620","64,040","76,740",,
1033,47-5042,mine cutting and channeling machine operators,detailed,"5,400",9.4,25.17,"52,360",3,14.91,18.86,25.13,31.23,36.76,"31,010","39,230","52,270","64,970","76,470",,
1034,47-5049,"mining machine operators, all other",detailed,"2,840",12.9,24.36,"50,670",2.7,16.21,19.27,23.49,28.95,35.37,"33,720","40,070","48,850","60,210","73,560",,
1035,47-5050,"rock splitters, quarry",broad,"4,310",6.3,17.33,"36,050",1.9,11.42,13.42,16.51,20.8,24.77,"23,750","27,920","34,350","43,260","51,530",,
1037,47-5060,"roof bolters, mining",broad,"3,410",11.3,28.52,"59,310",1.6,21.33,24.71,28.1,31.57,37.23,"44,360","51,390","58,450","65,670","77,440",,
1039,47-5070,"roustabouts, oil and gas",broad,"48,140",4.1,19.16,"39,850",0.8,12.78,14.69,17.77,22.65,28.39,"26,580","30,550","36,960","47,110","59,050",,
1041,47-5080,helpers--extraction workers,broad,"15,280",4.6,17.73,"36,870",0.9,11.94,14.13,17.17,21.09,24.55,"24,830","29,390","35,710","43,870","51,070",,
1043,47-5090,miscellaneous extraction workers,broad,"4,970",8,24.37,"50,690",2.5,12.61,16.55,23.67,30.68,36.97,"26,220","34,430","49,230","63,810","76,900",,
1044,47-5099,"extraction workers, all other",detailed,"4,970",8,24.37,"50,690",2.5,12.61,16.55,23.67,30.68,36.97,"26,220","34,430","49,230","63,810","76,900",,
1045,49-0000,"installation, maintenance, and repair occupations",major,"5,528,390",0.3,23.02,"47,870",0.1,12.08,15.78,21.4,28.83,36.89,"25,120","32,830","44,520","59,970","76,720",,
1046,49-1000,"supervisors of installation, maintenance, and repair workers",minor,"460,370",0.5,32.75,"68,120",0.2,18.9,24.31,31.15,39.53,49.21,"39,310","50,560","64,780","82,220","102,350",,
1047,49-1010,"first-line supervisors of mechanics, installers, and repairers",broad,"460,370",0.5,32.75,"68,120",0.2,18.9,24.31,31.15,39.53,49.21,"39,310","50,560","64,780","82,220","102,350",,
1049,49-2000,"electrical and electronic equipment mechanics, installers, and repairers",minor,"593,710",0.8,25,"52,010",0.3,13.54,17.54,23.81,31.6,38.35,"28,160","36,480","49,530","65,720","79,760",,
1050,49-2010,"computer, automated teller, and office machine repairers",broad,"100,580",1.9,19.3,"40,140",0.6,11.34,14.05,18.13,23.43,29.36,"23,590","29,220","37,710","48,730","61,060",,
1052,49-2020,radio and telecommunications equipment installers and repairers,broad,"249,000",1.3,26.52,"55,160",0.4,15,19.25,25.76,33.86,38.78,"31,190","40,040","53,590","70,430","80,670",,
1053,49-2021,"radio, cellular, and tower equipment installers and repairers",detailed,"15,310",5.5,27.43,"57,050",1.3,15.72,20.2,26.92,34.47,40.07,"32,690","42,010","56,000","71,710","83,340",,
1054,49-2022,"telecommunications equipment installers and repairers, except line installers",detailed,"233,690",1.4,26.46,"55,030",0.5,14.95,19.19,25.67,33.82,38.72,"31,100","39,920","53,380","70,350","80,530",,
1055,49-2090,"miscellaneous electrical and electronic equipment mechanics, installers, and repairers",broad,"244,120",1.3,25.81,"53,680",0.5,13.99,18.18,24.82,31.94,39.66,"29,090","37,810","51,630","66,440","82,500",,
1056,49-2091,avionics technicians,detailed,"18,620",3.2,30.6,"63,650",1.6,19.21,24.89,30.12,36.91,43.94,"39,960","51,760","62,650","76,770","91,390",,
1057,49-2092,"electric motor, power tool, and related repairers",detailed,"17,220",4.2,22.23,"46,230",1.9,12.23,15.95,20.47,26.75,36.38,"25,450","33,180","42,580","55,650","75,680",,
1058,49-2093,"electrical and electronics installers and repairers, transportation equipment",detailed,"12,310",5.9,29.82,"62,030",1.5,17.71,22.99,29.25,36.5,44.44,"36,840","47,820","60,840","75,930","92,430",,
1059,49-2094,"electrical and electronics repairers, commercial and industrial equipment",detailed,"64,380",1.7,28,"58,250",0.5,16.91,21.8,27.49,33.19,39.46,"35,180","45,340","57,190","69,030","82,080",,
1060,49-2095,"electrical and electronics repairers, powerhouse, substation, and relay",detailed,"24,430",3,37.39,"77,770",0.7,25.21,31.83,37.7,44.36,49.3,"52,440","66,210","78,410","92,270","102,550",,
1061,49-2096,"electronic equipment installers and repairers, motor vehicles",detailed,"11,520",7.1,17.33,"36,050",1.7,10.6,13.19,16.6,20.44,25.28,"22,040","27,440","34,530","42,510","52,590",,
1062,49-2097,electronic home entertainment equipment installers and repairers,detailed,"25,810",5,18.74,"38,980",1.8,10.54,13.65,17.88,23.01,28.58,"21,930","28,400","37,190","47,850","59,460",,
1063,49-2098,security and fire alarm systems installers,detailed,"69,830",2.8,22.64,"47,100",0.7,13.69,17.07,21.96,27.77,32.97,"28,480","35,510","45,670","57,760","68,580",,
1064,49-3000,"vehicle and mobile equipment mechanics, installers, and repairers",minor,"1,596,660",0.4,21.62,"44,970",0.3,11.45,15.03,20.25,27.19,33.87,"23,810","31,270","42,130","56,560","70,460",,
1065,49-3010,aircraft mechanics and service technicians,broad,"131,500",2.1,30.07,"62,540",0.9,17.32,23.41,29.34,36.48,44.27,"36,030","48,680","61,020","75,880","92,080",,
